Player ,Position,Team,Year ,ConfStanding,era ,w,l ,app,gs ,cg ,isho ,csho,sv ,ip ,h ,r ,er ,bb ,so ,2b ,3b ,hr ,ab ,bavg ,wp ,hbp ,bk ,1stTeam ,2ndTeam
Aramovich,P, ASU,2013,7,12.63,0,7,13,8,0,0,1,0,41.1,73,62,58,26,25,15,6,4,187,0.390,16,6,2,No,No
Boyle,P, ASU,2013,7,99,0,0,1,0,0,0,1,0,0.1,3,4,4,1,0,2,1,0,4,0.750,0,0,0,No,No
Cunningham,P, ASU,2013,7,40.5,0,0,1,0,0,0,1,0,0.2,3,3,3,1,0,2,0,0,5,0.600,0,0,0,No,No
English,P, ASU,2013,7,9.97,1,6,12,11,0,0,1,0,49.2,69,62,55,31,21,13,0,5,199,0.347,6,14,2,No,No
Girdes,P, ASU,2013,7,12.46,0,0,5,0,0,0,1,0,4.1,5,7,6,8,1,2,0,0,17,0.294,0,1,0,No,No
Goldfarb,P, ASU,2013,7,7.11,0,0,3,0,0,0,1,0,6.1,7,5,5,9,8,0,0,0,25,0.280,2,1,0,No,No
Goldfarb,P, ASU,2013,7,64.8,0,1,2,1,0,0,1,0,1.2,11,13,12,2,2,3,2,0,16,0.688,1,3,0,No,No
Kildow,P, ASU,2013,7,6.75,0,1,3,0,0,0,1,0,2.2,8,2,2,3,0,0,0,0,14,0.571,0,0,0,No,No
Kriesel,P, ASU,2013,7,7.71,2,1,14,0,0,0,1,0,25.2,36,27,22,20,12,9,0,5,110,0.327,4,4,1,No,No
Nichols,P, ASU,2013,7,23,0,1,11,0,0,0,1,0,9,26,35,23,15,5,7,0,2,55,0.473,3,5,1,No,No
Nutsch,P, ASU,2013,7,10.12,0,0,4,0,0,0,1,0,5.1,13,12,6,4,3,1,1,1,28,0.464,0,1,1,No,No
Pavel,P, ASU,2013,7,19.89,0,0,7,0,0,0,1,0,6.1,22,21,14,8,5,5,0,2,42,0.524,0,1,0,No,No
Richardson,P, ASU,2013,7,9.96,0,3,16,2,0,0,1,1,34.1,55,46,38,23,25,16,2,1,151,0.364,1,10,3,No,No
Riehl,P, ASU,2013,7,12.96,0,0,9,0,0,0,1,0,8.1,13,12,12,13,3,2,1,0,37,0.351,3,1,0,No,No
Rochford,P, ASU,2013,7,11.03,0,2,14,1,0,0,1,0,23.2,44,37,29,16,19,8,0,1,114,0.386,3,1,0,No,No
Schlagel,P, ASU,2013,7,27,0,0,1,0,0,0,1,0,0.2,1,2,2,1,0,0,0,1,3,0.333,0,1,0,No,No
Schmitt,P, ASU,2013,7,9.54,2,6,13,11,0,0,1,0,50,91,68,53,18,25,14,5,8,233,0.391,2,4,1,No,No
Sedlak,P, ASU,2013,7,10.72,2,6,12,11,2,0,1,0,45.1,75,61,54,31,19,12,2,2,201,0.373,7,6,1,No,No
Shanks,P, ASU,2013,7,10.26,0,1,11,0,0,0,1,1,16.2,27,20,19,9,7,10,0,1,68,0.397,0,4,1,No,No
Spiva,P, ASU,2013,7,54,0,0,2,0,0,0,1,0,1.1,9,8,8,2,1,3,1,0,13,0.692,0,0,0,No,No
Wiemers,P, ASU,2013,7,7.96,3,4,17,4,0,0,1,1,31.2,52,31,28,19,16,8,2,4,137,0.380,7,5,1,No,No
Wilson,P, ASU,2013,7,27,0,0,2,0,0,0,1,0,1.1,4,4,4,3,1,3,0,0,6,0.667,0,0,0,No,No
Aramovich,P, ASU ,2015,4,34.71 ,0,1 ,5,1 ,0 ,0,0 ,0 ,4.2 ,18 ,23 ,18 ,7 ,7 ,3 ,1 ,3 ,34 ,.529 ,2 ,0 ,0 ,No,No
Bradshaw,P, ASU ,2015,4,23.14 ,0,0 ,9,0 ,0 ,0,0 ,0 ,7.0 ,22 ,21 ,18 ,4 ,3 ,5 ,2 ,0 ,42 ,.524 ,1 ,0 ,0 ,No,No
Ferguson,P, ASU ,2015,4,7.36 ,0,0 ,3,0 ,0 ,0,0 ,0 ,3.2 ,4 ,3 ,3 ,4 ,5 ,0 ,1 ,0 ,15 ,.267 ,0 ,0 ,0 ,No,No
Gaasback,P, ASU ,2015,4,18.90 ,0,0 ,4,0 ,0 ,0,0 ,0 ,3.1 ,11 ,7 ,7 ,0 ,3 ,2 ,1 ,0 ,18 ,.611 ,1 ,1 ,0 ,No,No
Garcia,P, ASU ,2015,4,6.37 ,1,3 ,18,1 ,0 ,0,0 ,1 ,29.2 ,36 ,25 ,21 ,16 ,25 ,6 ,2 ,3 ,120 ,.300 ,1 ,2 ,2 ,No,No
Heredia,P, ASU ,2015,4,5.09 ,4,6 ,14,13 ,1 ,0,0 ,0 ,70.2 ,83 ,46 ,40 ,22 ,40 ,6 ,1 ,6 ,275 ,.302 ,3 ,5 ,0 ,No,No
Keaton,P, ASU ,2015,4,0.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,4 ,.000 ,1 ,0 ,0 ,No,No
Keaton,P, ASU ,2015,4,3.38 ,0,0 ,10,0 ,0 ,0,0 ,0 ,10.2 ,13 ,5 ,4 ,9 ,8 ,3 ,1 ,0 ,44 ,.295 ,3 ,0 ,0 ,No,No
Lowry,P, ASU ,2015,4,0.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,.000 ,0 ,0 ,0 ,No,No
MacMahon,P, ASU ,2015,4,7.44 ,5,5 ,13,11 ,5 ,0,0 ,0 ,61.2 ,97 ,56 ,51 ,13 ,30 ,23 ,6 ,6 ,269 ,.361 ,3 ,3 ,0 ,No,No
Nutsch,P, ASU ,2015,4,5.94 ,2,1 ,15,0 ,0 ,0,0 ,0 ,16.2 ,23 ,11 ,11 ,8 ,11 ,4 ,0 ,2 ,67 ,.343 ,3 ,1 ,0 ,No,No
Parise,P, ASU ,2015,4,14.14 ,1,1 ,4,2 ,0 ,0,0 ,0 ,7.0 ,16 ,14 ,11 ,3 ,7 ,2 ,1 ,1 ,36 ,.444 ,0 ,0 ,2 ,No,No
Richardson,P, ASU ,2015,4,9.62 ,2,3 ,14,2 ,0 ,0,0 ,0 ,24.1 ,33 ,32 ,26 ,12 ,15 ,7 ,0 ,2 ,99 ,.333 ,1 ,7 ,0 ,No,No
Schmitt,P, ASU ,2015,4,7.49 ,2,4 ,12,12 ,0 ,0,0 ,0 ,57.2 ,80 ,51 ,48 ,25 ,23 ,20 ,0 ,6 ,238 ,.336 ,3 ,6 ,2 ,No,No
Sherry,P, ASU ,2015,4,4.20 ,1,3 ,17,1 ,0 ,0,0 ,3 ,30.0 ,31 ,21 ,14 ,12 ,23 ,8 ,1 ,3 ,125 ,.248 ,1 ,1 ,0 ,No,No
Wiemers,P, ASU ,2015,4,9.85 ,0,1 ,10,6 ,0 ,0,0 ,0 ,28.1 ,45 ,36 ,31 ,18 ,19 ,11 ,3 ,3 ,121 ,.372 ,0 ,8 ,0 ,No,No
Williams,P, ASU ,2015,4,8.76 ,2,2 ,13,1 ,0 ,0,0 ,0 ,24.2 ,57 ,34 ,24 ,4 ,6 ,11 ,0 ,4 ,127 ,.449 ,1 ,4 ,0 ,No,No
Wright,P, ASU ,2015,4,9.13 ,0,1 ,16,1 ,0 ,0,0 ,2 ,22.2 ,40 ,25 ,23 ,8 ,16 ,7 ,1 ,3 ,111 ,.360 ,3 ,2 ,0 ,No,No
Blackburn,P, ASU ,2016,4,8.84 ,0,1 ,8,2 ,0 ,0,0 ,0 ,18.1 ,29 ,22 ,18 ,11 ,7 ,8 ,2 ,1 ,77 ,.377 ,3 ,1 ,0 ,No,No
Bradshaw,P, ASU ,2016,4,9.95 ,0,0 ,8,0 ,0 ,0,0 ,0 ,12.2 ,23 ,17 ,14 ,3 ,6 ,8 ,0 ,2 ,58 ,.397 ,2 ,2 ,0 ,No,No
Brown,P, ASU ,2016,4,9.30 ,2,2 ,15,3 ,0 ,0,0 ,0 ,30.0 ,54 ,37 ,31 ,14 ,24 ,8 ,0 ,5 ,133 ,.406 ,7 ,0 ,2 ,No,No
Ferguson,P, ASU ,2016,4,10.21 ,1,2 ,12,2 ,0 ,0,0 ,0 ,27.1 ,46 ,34 ,31 ,20 ,20 ,11 ,3 ,4 ,123 ,.374 ,5 ,3 ,1 ,No,No
Gaasbeck,P, ASU ,2016,4,9.28 ,0,0 ,9,0 ,0 ,0,0 ,0 ,10.2 ,16 ,11 ,11 ,4 ,1 ,3 ,1 ,1 ,46 ,.348 ,1 ,0 ,0 ,No,No
Garcia,P, ASU ,2016,4,5.38 ,7,3 ,16,11 ,4 ,1,0 ,2 ,78.2 ,107 ,60 ,47 ,20 ,66 ,17 ,2 ,7 ,328 ,.326 ,2 ,7 ,4 ,No,Yes
Gavin,P, ASU ,2016,4,10.50 ,0,2 ,7,2 ,0 ,0,0 ,0 ,12.0 ,21 ,17 ,14 ,11 ,4 ,6 ,0 ,1 ,54 ,.389 ,3 ,4 ,1 ,No,No
Godfrey,P, ASU ,2016,4,2.25 ,2,1 ,6,5 ,0 ,0,0 ,0 ,28.0 ,24 ,10 ,7 ,16 ,14 ,4 ,0 ,0 ,103 ,.233 ,4 ,2 ,1 ,No,No
Keaton,P, ASU ,2016,4,6.68 ,3,6 ,15,12 ,2 ,0,0 ,0 ,68.2 ,79 ,62 ,51 ,51 ,87 ,14 ,1 ,6 ,280 ,.282 ,16 ,6 ,0 ,No,No
Munford,P, ASU ,2016,4,9.64 ,1,1 ,15,0 ,0 ,0,0 ,1 ,14.0 ,23 ,16 ,15 ,6 ,12 ,8 ,1 ,0 ,60 ,.383 ,2 ,2 ,1 ,No,No
Nutsch,P, ASU ,2016,4,10.12 ,1,1 ,10,0 ,0 ,0,0 ,1 ,18.2 ,38 ,23 ,21 ,9 ,14 ,11 ,0 ,2 ,86 ,.442 ,6 ,0 ,0 ,No,No
Sherry,P, ASU ,2016,4,9.97 ,1,3 ,14,2 ,0 ,0,0 ,0 ,21.2 ,29 ,25 ,24 ,23 ,10 ,7 ,2 ,0 ,85 ,.341 ,7 ,2 ,0 ,No,No
Wiemers,P, ASU ,2016,4,7.38 ,4,5 ,13,11 ,1 ,0,0 ,0 ,64.2 ,93 ,61 ,53 ,24 ,43 ,18 ,1 ,11 ,279 ,.333 ,11 ,5 ,1 ,No,No
Williams,P, ASU ,2016,4,9.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.0 ,2 ,2 ,1 ,0 ,0 ,1 ,1 ,0 ,6 ,.333 ,0 ,0 ,0 ,No,No
Aker,P, ASU ,2017,9,8.51 ,0,1 ,9,3 ,0 ,0,0 ,0 ,24.1 ,36 ,27 ,23 ,8 ,9 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Brennan,P, ASU ,2017,9,8.05 ,1,7 ,13,11 ,0 ,0,0 ,0 ,53.2 ,71 ,50 ,48 ,27 ,48 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Brown,P, ASU ,2017,9,0.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.0 ,1 ,0 ,0 ,0 ,0 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Carleo,P, ASU ,2017,9,20.77 ,0,0 ,4,0 ,0 ,0,0 ,0 ,4.1 ,9 ,10 ,10 ,5 ,1 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Contreras,P, ASU ,2017,9,0.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,1.1 ,0 ,0 ,0 ,0 ,1 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Ferguson,P, ASU ,2017,9,11.68 ,1,4 ,16,2 ,0 ,0,0 ,0 ,24.2 ,39 ,38 ,32 ,26 ,19 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Garcia,P, ASU ,2017,9,3.16 ,2,0 ,5,4 ,0 ,0,0 ,0 ,25.2 ,23 ,11 ,9 ,5 ,35 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Gavin,P, ASU ,2017,9,16.30 ,0,1 ,10,2 ,0 ,0,0 ,0 ,17.2 ,32 ,32 ,32 ,15 ,8 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Keaton,P, ASU ,2017,9,5.52 ,4,6 ,12,11 ,4 ,1,1 ,0 ,75.0 ,97 ,53 ,46 ,34 ,84 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Lofink,P, ASU ,2017,9,11.88 ,1,2 ,16,0 ,0 ,0,0 ,1 ,16.2 ,32 ,28 ,22 ,22 ,12 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Maldonado,P, ASU ,2017,9,0.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.0 ,2 ,3 ,0 ,1 ,1 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Molina,P, ASU ,2017,9,9.00 ,0,1 ,11,0 ,0 ,0,0 ,0 ,9.0 ,17 ,14 ,9 ,11 ,3 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Munford,P, ASU ,2017,9,8.22 ,1,2 ,13,0 ,0 ,0,0 ,4 ,15.1 ,21 ,15 ,14 ,7 ,12 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Rone,P, ASU ,2017,9,21.00 ,0,0 ,7,0 ,0 ,0,0 ,0 ,6.0 ,18 ,19 ,14 ,8 ,5 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Sherry,P, ASU ,2017,9,9.71 ,0,3 ,12,3 ,0 ,0,1 ,2 ,29.2 ,47 ,33 ,32 ,19 ,26 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Ward,P, ASU ,2017,9,10.32 ,1,2 ,7,1 ,0 ,0,0 ,0 ,11.1 ,27 ,18 ,13 ,7 ,4 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Weber,P, ASU ,2017,9,7.96 ,2,4 ,9,9 ,0 ,0,0 ,0 ,46.1 ,69 ,43 ,41 ,22 ,37 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Balbas,P, CCU,2013,8,8.87,1,9,12,9,1,0,1,1,47.2,74,63,47,30,44,8,2,0,210,0.352,12,10,1,No,No
Briner,P, CCU,2013,8,7.42,0,2,18,3,0,0,1,0,30.1,27,31,25,40,32,2,1,3,111,0.243,17,6,4,No,No
Brower,P, CCU,2013,8,5.91,0,0,14,0,0,0,1,0,10.2,7,9,7,10,3,0,1,0,39,0.179,3,1,1,No,No
Crawford,P, CCU,2013,8,5.64,2,9,13,12,4,1,1,0,67,76,47,42,37,42,18,3,2,263,0.289,13,7,1,No,No
Creekmur,P, CCU,2013,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000,2,0,,No,No
Heath,P, CCU,2013,8,10.05,1,3,20,4,0,0,1,0,28.2,58,35,32,7,17,11,1,3,140,0.414,2,4,0,No,No
Henderson,P, CCU,2013,8,8.82,0,1,22,0,0,0,1,0,33.2,57,35,33,15,16,6,2,3,152,0.375,4,2,2,No,No
Martinez,P, CCU,2013,8,99,0,0,2,0,0,0,1,0,0,1,6,5,4,0,0,0,0,2,0.500,0,0,0,No,No
Moore,P, CCU,2013,8,9.91,1,4,16,6,0,0,1,0,36.1,61,46,40,22,21,12,0,3,159,0.384,6,10,2,No,No
Mosle,P, CCU,2013,8,10.8,0,1,1,1,0,0,1,0,5,10,6,6,0,2,1,0,0,24,0.417,2,0,1,No,No
Mosler,P, CCU,2013,8,8.91,0,10,12,9,1,0,1,0,32.1,54,43,32,16,17,14,1,3,147,0.367,4,6,2,No,No
Murray,P, CCU,2013,8,10.8,0,0,9,0,0,0,1,0,6.2,13,10,8,9,4,0,1,0,33,0.394,2,2,0,No,No
Panaro,P, CCU,2013,8,38.57,0,0,3,0,0,0,1,0,2.1,12,10,10,1,0,3,1,0,19,0.632,0,1,0,No,No
Reynolds,P, CCU,2013,8,10.05,0,1,15,1,0,0,1,0,14.1,23,20,16,7,8,7,0,1,64,0.359,4,2,0,No,No
Schuchart,P, CCU,2013,8,6.03,2,1,19,3,0,0,1,0,31.1,44,26,21,16,18,9,0,3,135,0.326,6,8,1,No,No
Yanke,P, CCU,2013,8,5.17,0,1,18,0,0,0,1,0,15.2,22,13,9,14,7,2,0,3,67,0.328,6,3,0,No,No
Kaiser,P, CCU ,2008,8,3.96 ,7,6 ,15,14 ,8 ,2,0,1 ,91.0 ,102 ,61 ,40 ,45 ,70 ,21 ,2 ,2 ,368 ,.277 ,8 ,11 ,0 ,Yes,No
Wilborn,P, CCU ,2008,8,5.79 ,3,9 ,16,13 ,4 ,0,0,0 ,74.2 ,95 ,68 ,48 ,36 ,39 ,18 ,6 ,5 ,305 ,.311 ,10 ,9 ,0 ,No,No
Atkerson,P, CCU ,2015,8,6.07 ,1,8 ,12,10 ,0 ,0,0 ,0 ,59.1 ,81 ,46 ,40 ,22 ,41 ,20 ,3 ,7 ,247 ,.328 ,7 ,6 ,1 ,No,No
Bednarski,P, CCU ,2015,8,8.72 ,1,4 ,13,5 ,0 ,0,0 ,0 ,42.1 ,68 ,48 ,41 ,24 ,18 ,12 ,2 ,6 ,179 ,.380 ,3 ,10 ,1 ,No,No
Cantrell,P, CCU ,2015,8,3.77 ,0,2 ,11,0 ,0 ,0,1 ,0 ,14.1 ,19 ,12 ,6 ,9 ,19 ,6 ,0 ,0 ,61 ,.311 ,0 ,0 ,0 ,No,No
Erazo,P, CCU ,2015,8,6.46 ,3,6 ,11,11 ,0 ,0,0 ,0 ,61.1 ,85 ,48 ,44 ,30 ,28 ,15 ,2 ,5 ,252 ,.337 ,3 ,11 ,3 ,No,No
Fontneau,P, CCU ,2015,8,12.91 ,0,0 ,8,0 ,0 ,0,0 ,0 ,7.2 ,11 ,11 ,11 ,10 ,4 ,3 ,0 ,2 ,30 ,.367 ,3 ,3 ,0 ,No,No
Gaskins,P, CCU ,2015,8,11.81 ,1,0 ,13,2 ,0 ,0,1 ,0 ,21.1 ,37 ,28 ,28 ,15 ,13 ,8 ,3 ,3 ,96 ,.385 ,4 ,6 ,1 ,No,No
Graves,P, CCU ,2015,8,7.79 ,3,2 ,17,2 ,1 ,0,0 ,1 ,34.2 ,51 ,34 ,30 ,16 ,32 ,6 ,1 ,3 ,149 ,.342 ,9 ,6 ,1 ,No,No
Henrichsen,P, CCU ,2015,8,6.82 ,3,0 ,15,2 ,1 ,0,0 ,0 ,30.1 ,44 ,25 ,23 ,12 ,20 ,7 ,2 ,5 ,127 ,.346 ,5 ,2 ,1 ,No,No
Jorgensen,P, CCU ,2015,8,11.37 ,0,0 ,7,0 ,0 ,0,0 ,0 ,6.1 ,11 ,12 ,8 ,5 ,5 ,4 ,0 ,2 ,30 ,.367 ,1 ,1 ,0 ,No,No
Lewis,P, CCU ,2015,8,7.71 ,1,3 ,9,7 ,1 ,0,0 ,0 ,30.1 ,37 ,29 ,26 ,19 ,10 ,7 ,2 ,2 ,124 ,.298 ,2 ,4 ,1 ,No,No
McMahon,P, CCU ,2015,8,7.36 ,0,0 ,6,0 ,0 ,0,0 ,0 ,7.1 ,11 ,8 ,6 ,2 ,3 ,3 ,0 ,2 ,33 ,.333 ,2 ,2 ,0 ,No,No
McWilliams,P, CCU ,2015,8,7.62 ,1,3 ,7,1 ,0 ,0,0 ,1 ,13.0 ,10 ,11 ,11 ,7 ,11 ,1 ,1 ,2 ,43 ,.233 ,1 ,4 ,0 ,No,No
Reynolds,P, CCU ,2015,8,18.90 ,0,0 ,5,0 ,0 ,0,0 ,1 ,3.1 ,7 ,7 ,7 ,3 ,2 ,3 ,0 ,1 ,17 ,.412 ,1 ,0 ,0 ,No,No
Scheffel,P, CCU ,2015,8,11.57 ,0,0 ,5,0 ,0 ,0,0 ,0 ,2.1 ,5 ,3 ,3 ,3 ,1 ,1 ,0 ,0 ,12 ,.417 ,1 ,0 ,0 ,No,No
Weaver,P, CCU ,2015,8,7.61 ,0,7 ,12,9 ,0 ,0,0 ,0 ,47.1 ,70 ,51 ,40 ,29 ,28 ,11 ,4 ,5 ,196 ,.357 ,10 ,13 ,1 ,No,No
Atkerson,P, CCU ,2016,8,9.82 ,0,3 ,8,3 ,0 ,0,0 ,0 ,18.1 ,24 ,23 ,20 ,10 ,6 ,7 ,2 ,4 ,71 ,.338 ,1 ,1 ,0 ,No,No
Bednarski,P, CCU ,2016,8,9.30 ,2,4 ,23,3 ,0 ,0,0 ,2 ,40.2 ,62 ,46 ,42 ,21 ,37 ,11 ,3 ,4 ,175 ,.354 ,4 ,9 ,1 ,No,No
Cantrell,P, CCU ,2016,8,3.52 ,0,0 ,16,0 ,0 ,0,0 ,0 ,15.1 ,22 ,14 ,6 ,8 ,4 ,2 ,1 ,3 ,65 ,.338 ,2 ,2 ,0 ,No,No
Erazo,P, CCU ,2016,8,4.69 ,3,8 ,15,13 ,1 ,0,0 ,0 ,78.2 ,105 ,53 ,41 ,22 ,48 ,21 ,5 ,4 ,315 ,.333 ,3 ,10 ,3 ,No,No
Fink,P, CCU ,2016,8,6.20 ,1,2 ,12,3 ,0 ,0,0 ,0 ,20.1 ,27 ,20 ,14 ,12 ,11 ,4 ,1 ,3 ,87 ,.310 ,5 ,2 ,1 ,No,No
Fontneau,P, CCU ,2016,8,13.50 ,0,0 ,10,0 ,0 ,0,0 ,0 ,8.2 ,15 ,15 ,13 ,4 ,6 ,5 ,0 ,4 ,40 ,.375 ,0 ,4 ,0 ,No,No
Ginn,P, CCU ,2016,8,6.35 ,1,2 ,17,2 ,0 ,0,0 ,0 ,28.1 ,47 ,26 ,20 ,15 ,12 ,8 ,2 ,2 ,124 ,.379 ,2 ,4 ,0,No,No
Graves,P, CCU ,2016,8,7.60 ,3,7 ,15,13 ,0 ,0,0 ,0 ,58.0 ,86 ,65 ,49 ,23 ,42 ,19 ,4 ,4 ,250 ,.344 ,3 ,11 ,0 ,No,No
Harris,P, CCU ,2016,8,6.43 ,0,0 ,10,0 ,0 ,0,0 ,0 ,7.0 ,13 ,6 ,5 ,2 ,1 ,3 ,0 ,0 ,29 ,.448 ,0 ,3 ,1 ,No,No
Hickman,P, CCU ,2016,8,8.31 ,0,1 ,1,1 ,0 ,0,0 ,0 ,4.1 ,12 ,9 ,4 ,2 ,5 ,1 ,0 ,2 ,24 ,.500 ,0 ,0 ,0 ,No,No
Jorgensen,P, CCU ,2016,8,14.21 ,1,1 ,11,1 ,0 ,0,0 ,0 ,12.2 ,25 ,24 ,20 ,11 ,11 ,5 ,1 ,1 ,61 ,.410 ,2 ,1 ,0 ,No,No
Marlar,P, CCU ,2016,8,4.18 ,0,0 ,16,0 ,0 ,0,0 ,4 ,23.2 ,31 ,13 ,11 ,6 ,22 ,8 ,2 ,0 ,98 ,.316 ,4 ,3 ,0 ,No,No
Reynolds,P, CCU ,2016,8,25.07 ,0,0 ,5,0 ,0 ,0,0 ,0 ,4.2 ,16 ,13 ,13 ,5 ,5 ,5 ,0 ,1 ,29 ,.552 ,3 ,1 ,0 ,No,No
Scheffel,P, CCU ,2016,8,18.00 ,0,0 ,4,0 ,0 ,0,0 ,0 ,1.0 ,2 ,3 ,2 ,4 ,0 ,1 ,0 ,0 ,5 ,.400 ,2 ,1 ,0 ,No,No
Sigrist,P, CCU ,2016,8,11.68 ,0,0 ,10,0 ,0 ,0,0 ,0 ,12.1 ,24 ,16 ,16 ,9 ,10 ,2 ,0 ,4 ,57 ,.421 ,1 ,6 ,1 ,No,No
Weaver,P, CCU ,2016,8,10.86 ,0,7 ,9,7 ,1 ,0,0 ,0 ,29.0 ,53 ,40 ,35 ,15 ,27 ,11 ,1 ,1 ,133 ,.398 ,7 ,8 ,3 ,No,No
Benson,P, CCU ,2017,8,17.28 ,0,3 ,12,2 ,0 ,0,0 ,0 ,16.2 ,36 ,38 ,32 ,12 ,12 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Brenton,P, CCU ,2017,8,0.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,1.2 ,2 ,0 ,0 ,0 ,1 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Cantrell,P, CCU ,2017,8,10.04 ,1,2 ,11,9 ,0 ,0,0 ,0 ,26.0 ,50 ,42 ,29 ,13 ,12 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Fink,P, CCU ,2017,8,7.57 ,6,5 ,13,13 ,1 ,0,0 ,0 ,69.0 ,110 ,77 ,58 ,16 ,53 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Fontneau,P, CCU ,2017,8,11.03 ,0,1 ,19,1 ,0 ,0,0 ,0 ,23.2 ,36 ,30 ,29 ,16 ,14 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Ginn,P, CCU ,2017,8,4.62 ,2,3 ,18,1 ,0 ,0,1 ,1 ,25.1 ,37 ,22 ,13 ,8 ,24 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Harris,P, CCU ,2017,8,7.00 ,3,2 ,28,0 ,0 ,0,0 ,1 ,36.0 ,47 ,33 ,28 ,17 ,21 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Henning,P, CCU ,2017,8,9.31 ,0,0 ,12,0 ,0 ,0,0 ,0 ,9.2 ,14 ,14 ,10 ,8 ,5 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Hunter,P, CCU ,2017,8,8.33 ,0,5 ,14,6 ,0 ,0,0 ,0 ,31.1 ,39 ,34 ,29 ,26 ,20 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Loranger,P, CCU ,2017,8,4.66 ,4,6 ,14,14 ,0 ,0,1 ,0 ,75.1 ,96 ,62 ,39 ,15 ,56 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Rivera,P, CCU ,2017,8,3.54 ,1,4 ,23,2 ,0 ,0,0 ,2 ,48.1 ,41 ,31 ,19 ,24 ,35 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Scheffel,P, CCU ,2017,8,18.82 ,0,0 ,12,0 ,0 ,0,0 ,0 ,11.0 ,26 ,28 ,23 ,15 ,8 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Sigrist,P, CCU ,2017,8,12.08 ,0,0 ,7,1 ,0 ,0,0 ,0 ,12.2 ,22 ,17 ,17 ,13 ,15 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Wright,P, CCU ,2017,8,13.50 ,0,1 ,8,0 ,0 ,0,0 ,3 ,6.0 ,6 ,10 ,9 ,6 ,12 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Allen,P, CMU,2013,1,3.52,0,0,9,0,0,0,1,0,7.2,8,5,3,2,5,0,0,0,32,0.250,0,0,0,No,No
Anderson,P, CMU,2013,1,8.31,0,0,9,0,0,0,1,0,8.2,11,9,8,3,3,1,1,0,33,0.333,2,1,1,No,No
Audino,P, CMU,2013,1,0,0,0,1,0,0,0,1,0,0.2,1,0,0,0,0,0,0,0,2,0.500,0,0,0,No,No
Behr,P, CMU,2013,1,6.23,1,2,17,0,0,0,1,0,13,15,10,9,6,14,3,2,1,54,0.278,1,2,0,No,No
Carpenter,P, CMU,2013,1,2.13,1,0,13,0,0,0,1,5,12.2,16,3,3,2,19,2,1,0,53,0.302,1,2,0,No,No
Corwin,P, CMU,2013,1,4.33,4,2,20,3,0,0,1,1,43.2,42,24,21,20,57,13,0,2,164,0.256,3,9,0,No,No
Danner,P, CMU,2013,1,2.92,9,2,13,12,2,0,1,0,64.2,77,24,21,9,46,9,0,3,262,0.294,4,5,1,No,No
Davis,P, CMU,2013,1,3.1,8,1,12,10,0,0,1,1,61,55,23,21,18,66,14,0,4,230,0.239,0,3,0,No,No
Demello,P, CMU,2013,1,8,0,1,5,0,0,0,1,0,9,12,9,8,3,4,2,0,1,37,0.324,0,0,0,No,No
